regime,solver_used,solution_status,runtime_sec,peak_before,peak_after,peak_reduction_ratio,excess_sum_before,excess_sum_after,excess_reduction_ratio,variance_before,variance_after,variance_reduction_ratio,overload_days_before,overload_days_after,violation_days_after_thresholded,stress_ceiling_days_after,duration_threshold_days_after,total_shifted_out_energy,total_shifted_in_energy,total_storage_charge,total_storage_discharge,total_curtailment,curtailment_share_of_total_load,intervention_std,total_stress_slack,total_rolling_slack,total_overload_budget_slack,conservation_slack,terminal_soc_slack,objective_overload_l2_component,objective_overload_l1_component,objective_violation_activation_component,violation_activation_budget_used,violation_activation_budget_max,violation_threshold,stress_limit,reference_load,grid_capacity_proxy
temporal_sparse_budget,SCS,optimal,545.699375629425,163867.1556340959,135204.70994287607,0.1749126942510743,5604145.2714991225,2116536.802345442,0.6223265636760941,271442763.2237606,41711633.102335505,0.8463335967886865,375,517,65,39,84,5170366.293229388,3268136.820023396,1068519.2126437544,964382.1031316059,44658.82546332538,0.0006793975838695069,2968.513888800694,317611.0937203306,3853211.8000495397,0.0,1902473.6816182153,0.0,6743494062.645796,507271.9597861485,2.4375083569708,2.4375083569708,236,110902.03450980909,114795.08522617503,106060.67656766169,124777.26655019024
