day,wd,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,energy,peak_power,peak_duration,peak_intensity,is_peak,activity,month,day_of_month,day_of_week,is_weekend,building_id
2018-06-01,5,16.8,15.96,15.81,15.48,15.32,18.27,22.62,24.72,25.54,26.43,23973.819999999996,1414.656,0,0.0,False,0.58,6,1,4,0,B1
2018-06-02,6,14.81,14.35,13.62,13.31,13.53,18.24,21.04,24.39,27.0,27.34,20847.559999999998,1095.168,0,0.0,False,0.0,6,2,5,1,B1
2018-06-03,7,14.74,14.65,14.28,13.89,13.65,18.47,21.62,24.64,26.16,26.64,20445.519999999997,1053.696,0,0.0,False,0.08,6,3,6,1,B1
2018-06-04,1,14.75,13.93,13.49,13.13,13.51,19.29,22.03,25.57,27.6,28.62,24127.719999999998,1408.512,0,0.0,False,0.98,6,4,0,0,B1
2018-06-05,2,16.86,17.44,16.75,15.83,15.37,18.04,21.21,25.59,25.18,26.89,23251.059999999998,1434.624,0,0.0,False,0.98,6,5,1,0,B1
2018-06-06,3,14.04,13.5,13.31,12.99,12.53,17.89,20.65,24.64,25.99,26.61,23336.559999999998,1342.464,0,0.0,False,0.98,6,6,2,0,B1
2018-06-07,4,16.09,15.78,15.48,14.91,15.17,17.82,20.62,24.27,25.86,26.67,23622.699999999997,1414.656,0,0.0,False,0.98,6,7,3,0,B1
2018-06-08,5,15.95,15.23,15.29,15.83,15.68,17.9,19.53,17.84,17.18,19.03,23255.239999999998,1334.784,0,0.0,False,0.58,6,8,4,0,B1
2018-06-09,6,17.98,18.21,17.96,18.11,17.14,18.04,19.96,21.12,23.59,25.36,20677.319999999996,1093.632,0,0.0,False,0.08,6,9,5,1,B1
2018-06-10,7,17.14,16.12,15.4,14.76,14.79,19.99,22.79,26.46,27.8,28.28,21012.859999999997,1112.064,0,0.0,False,0.08,6,10,6,1,B1
2018-06-11,1,17.5,17.17,16.94,16.58,17.28,19.2,23.33,25.45,26.78,27.74,25839.239999999998,1485.312,8,8.161,True,0.98,6,11,0,0,B1
2018-06-12,2,18.22,17.54,16.88,16.87,17.14,19.52,24.03,26.82,28.78,30.25,25216.04,1517.568,7,7.162,True,0.98,6,12,1,0,B1
2018-06-13,3,16.93,17.84,18.23,18.3,18.02,19.2,21.84,23.05,20.87,18.34,23305.78,1307.136,0,0.0,False,0.98,6,13,2,0,B1
2018-06-14,4,17.89,17.97,17.55,17.41,17.39,17.4,17.98,19.17,19.43,20.32,22511.96,1281.0240000000001,0,0.0,False,0.98,6,14,3,0,B1
2018-06-15,5,17.1,16.84,16.59,16.56,16.49,16.6,17.31,19.12,20.23,21.8,22214.8,1219.584,0,0.0,False,0.58,6,15,4,0,B1
2018-06-16,6,18.82,18.5,17.75,16.37,17.02,19.1,20.11,21.83,23.31,25.25,21519.399999999998,1156.608,0,0.0,False,0.08,6,16,5,1,B1
2018-06-17,7,19.11,18.77,18.04,17.16,17.39,21.0,22.35,24.36,26.0,26.4,20730.519999999997,1038.3359999999998,0,0.0,False,0.08,6,17,6,1,B1
2018-06-18,1,17.71,17.98,17.47,18.02,17.48,20.86,21.76,24.19,27.55,29.24,24275.16,1405.44,0,0.0,False,0.98,6,18,0,0,B1
2018-06-19,2,19.76,19.82,19.32,18.93,18.87,22.4,22.54,23.76,25.43,27.11,24977.019999999997,1405.44,0,0.0,False,0.98,6,19,1,0,B1
2018-06-20,3,20.79,20.79,21.02,20.25,20.42,23.29,23.26,24.06,25.79,26.61,25020.719999999998,1425.408,0,0.0,False,0.98,6,20,2,0,B1
2018-06-21,4,17.26,16.86,16.58,16.32,16.41,22.65,24.97,27.2,28.34,29.1,25008.94,1443.84,1,1.003,True,0.98,6,21,3,0,B1
2018-06-22,5,20.82,20.38,19.1,17.83,17.72,17.78,18.07,17.62,17.22,15.73,21666.08,1164.288,0,0.0,False,0.58,6,22,4,0,B1
2018-06-23,6,12.29,11.68,11.24,11.13,11.91,14.95,16.05,17.56,19.33,21.46,18775.8,924.672,0,0.0,False,0.08,6,23,5,1,B1
2018-06-24,7,13.1,14.08,13.75,14.57,14.35,14.74,16.79,19.51,22.85,24.22,18340.319999999996,904.704,0,0.0,False,0.08,6,24,6,1,B1
2018-06-25,1,15.77,14.86,14.95,15.59,15.64,14.36,13.76,13.62,13.88,14.12,21221.859999999997,1148.9279999999999,0,0.0,False,0.98,6,25,0,0,B1
2018-06-26,2,14.62,14.26,13.67,13.21,14.23,16.84,17.54,18.76,20.28,22.15,22217.08,1293.312,0,0.0,False,0.98,6,26,1,0,B1
2018-06-27,3,16.92,16.5,16.05,15.43,15.86,18.98,19.26,20.09,21.38,23.42,22583.78,1294.848,0,0.0,False,0.98,6,27,2,0,B1
2018-06-28,4,15.54,15.32,15.88,15.5,15.45,15.43,16.26,17.75,19.09,22.35,22285.48,1250.304,0,0.0,False,0.98,6,28,3,0,B1
2018-06-29,5,15.57,14.15,13.52,14.09,14.66,16.86,20.04,21.82,23.26,24.33,22847.88,1300.992,0,0.0,False,0.58,6,29,4,0,B1
2018-06-30,6,16.8,16.42,16.08,17.27,17.29,20.78,22.45,24.48,28.39,29.54,21363.219999999998,1110.528,0,0.0,False,0.08,6,30,5,1,B1
2018-07-01,7,20.51,17.27,17.22,16.51,14.67,14.96,15.73,16.75,17.91,18.86,18437.6,926.208,0,0.0,False,0.08,7,1,6,1,B1
2018-07-02,1,18.66,18.42,18.32,17.91,18.14,18.59,18.67,20.21,23.27,25.54,22753.64,1313.28,0,0.0,False,0.6799999999999999,7,2,0,0,B1
2018-07-03,2,19.88,19.69,19.29,19.62,19.5,20.0,21.92,24.28,25.68,28.37,24383.84,1431.552,0,0.0,False,0.6799999999999999,7,3,1,0,B1
2018-07-04,3,20.6,20.05,19.77,18.93,17.89,20.37,23.73,25.26,26.33,27.88,24544.199999999997,1416.192,0,0.0,False,0.6799999999999999,7,4,2,0,B1
2018-07-05,4,17.61,17.02,16.41,15.94,15.95,20.26,22.87,26.86,28.23,29.26,24681.76,1436.1599999999999,0,0.0,False,0.6799999999999999,7,5,3,0,B1
2018-07-06,5,17.23,16.81,17.02,16.15,15.13,18.23,20.95,23.75,24.72,26.71,22135.76,1308.672,0,0.0,False,0.39999999999999997,7,6,4,0,B1
2018-07-07,6,17.19,16.96,16.76,16.44,16.55,17.95,20.58,23.71,26.23,28.32,19738.719999999998,990.7199999999999,0,0.0,False,0.08,7,7,5,1,B1
2018-07-08,7,17.52,16.87,16.77,16.09,15.64,19.83,22.07,24.4,27.33,27.22,18933.5,966.1439999999999,0,0.0,False,0.08,7,8,6,1,B1
2018-07-09,1,15.59,15.17,15.17,15.13,15.46,17.71,21.69,23.17,24.77,27.03,22855.1,1281.0240000000001,0,0.0,False,0.6799999999999999,7,9,0,0,B1
2018-07-10,2,16.68,16.0,15.05,14.48,14.09,18.32,21.26,24.42,26.71,28.87,24012.199999999997,1387.0079999999998,0,0.0,False,0.6799999999999999,7,10,1,0,B1
2018-07-11,3,18.38,17.99,17.53,16.86,16.53,17.07,16.96,17.17,17.33,17.72,22350.84,1251.84,0,0.0,False,0.6799999999999999,7,11,2,0,B1
2018-07-12,4,17.56,17.3,17.26,17.07,17.02,17.6,20.21,21.81,22.78,25.23,23564.18,1330.176,0,0.0,False,0.6799999999999999,7,12,3,0,B1
2018-07-13,5,18.95,18.52,18.49,18.09,18.36,19.43,20.0,19.86,20.21,22.59,23959.38,1345.5359999999998,0,0.0,False,0.39999999999999997,7,13,4,0,B1
2018-07-14,6,17.65,17.43,17.66,18.24,18.23,18.93,23.62,27.19,28.58,29.94,21607.18,1156.608,0,0.0,False,0.08,7,14,5,1,B1
2018-07-15,7,21.69,20.88,20.78,21.13,21.16,21.03,20.46,20.65,21.59,23.4,20842.239999999998,1073.664,0,0.0,False,0.08,7,15,6,1,B1
2018-07-16,1,20.11,19.52,17.81,19.37,19.6,19.28,20.96,24.42,26.4,27.11,24131.899999999998,1419.2640000000001,0,0.0,False,0.6799999999999999,7,16,0,0,B1
2018-07-17,2,18.62,18.71,18.43,18.0,17.7,20.49,22.46,24.02,26.35,27.36,24243.62,1442.304,1,1.002,True,0.6799999999999999,7,17,1,0,B1
2018-07-18,3,16.29,15.95,15.54,15.05,14.83,18.22,21.69,25.39,27.15,29.02,25207.68,1425.408,0,0.0,False,0.6799999999999999,7,18,2,0,B1
2018-07-19,4,16.7,16.01,15.38,14.88,14.73,18.64,22.33,26.21,29.97,32.03,25742.719999999998,1459.2,7,7.052,True,0.6799999999999999,7,19,3,0,B1
2018-07-20,5,17.48,17.25,16.37,15.93,15.82,19.15,22.87,27.03,30.38,30.83,25791.739999999998,1482.24,9,9.129,True,0.39999999999999997,7,20,4,0,B1
2018-07-21,6,18.36,17.67,17.69,17.94,17.52,19.39,22.62,25.88,28.28,28.01,22401.76,1144.32,0,0.0,False,0.08,7,21,5,1,B1
2018-07-22,7,19.12,18.96,17.93,16.68,15.83,17.45,21.53,24.33,26.83,27.38,21360.559999999998,1116.672,0,0.0,False,0.08,7,22,6,1,B1
2018-07-23,1,19.97,19.12,18.77,18.9,18.22,18.82,20.42,22.48,22.75,24.12,24221.199999999997,1371.648,0,0.0,False,0.6799999999999999,7,23,0,0,B1
2018-07-24,2,16.6,15.17,14.72,14.79,14.85,18.3,22.4,25.58,28.1,30.15,25182.98,1423.872,0,0.0,False,0.6799999999999999,7,24,1,0,B1
2018-07-25,3,19.53,18.82,18.26,17.42,16.63,19.15,22.97,26.57,29.51,31.49,26168.319999999996,1486.848,4,4.102,True,0.6799999999999999,7,25,2,0,B1
2018-07-26,4,21.01,22.33,22.58,21.89,21.7,22.86,24.11,26.02,27.8,28.81,24885.819999999996,1468.416,3,3.049,True,0.6799999999999999,7,26,3,0,B1
2018-07-27,5,20.91,20.64,20.06,20.04,20.22,21.11,23.55,25.33,26.56,28.54,24002.319999999996,1394.6879999999999,0,0.0,False,0.39999999999999997,7,27,4,0,B1
2018-07-28,6,17.32,16.96,16.41,16.02,15.66,16.99,21.57,26.5,28.94,29.85,22555.66,1195.0079999999998,0,0.0,False,0.08,7,28,5,1,B1
2018-07-29,7,20.24,19.57,19.12,18.38,18.01,20.02,22.9,27.34,30.35,31.39,23580.899999999998,1281.0240000000001,0,0.0,False,0.08,7,29,6,1,B1
2018-07-30,1,19.73,19.35,19.32,19.3,19.15,21.54,25.64,28.52,30.58,32.44,28301.64,1628.1599999999999,27,29.057,True,0.6799999999999999,7,30,0,0,B1
2018-07-31,2,26.92,26.06,24.12,23.21,23.7,24.41,26.68,28.38,30.67,33.15,28538.38,1629.696,25,26.533,True,0.6799999999999999,7,31,1,0,B1
2018-08-01,3,23.15,23.31,22.84,21.72,20.25,21.39,25.87,29.11,32.62,33.7,28675.559999999998,1700.352,28,31.15,True,0.38,8,1,2,0,B1
2018-08-02,4,26.36,25.47,25.18,25.03,24.82,25.39,26.55,27.66,28.42,30.77,28305.819999999996,1580.544,24,25.11,True,0.38,8,2,3,0,B1
2018-08-03,5,22.52,22.17,22.48,23.02,23.2,23.67,23.51,24.31,25.88,27.12,29000.08,1577.472,26,27.273,True,0.22,8,3,4,0,B1
2018-08-04,6,23.23,23.34,23.19,22.58,22.12,23.02,25.82,26.91,28.59,30.35,26194.16,1297.9199999999998,0,0.0,False,0.08,8,4,5,1,B1
2018-08-05,7,23.64,24.44,23.91,22.25,21.61,22.36,24.67,26.35,29.08,31.64,24912.42,1304.064,0,0.0,False,0.08,8,5,6,1,B1
2018-08-06,1,25.98,25.83,25.4,24.78,23.63,22.95,25.15,28.84,30.75,33.41,28338.5,1563.648,24,25.068,True,0.38,8,6,0,0,B1
2018-08-07,2,21.0,20.24,19.54,18.9,18.5,19.42,24.0,28.28,32.33,33.66,27951.28,1617.408,23,24.655,True,0.38,8,7,1,0,B1
2018-08-08,3,19.26,17.96,17.81,17.36,17.38,18.66,22.46,27.0,31.11,31.44,27785.6,1497.6,13,13.236,True,0.38,8,8,2,0,B1
2018-08-09,4,20.35,19.77,19.21,18.47,17.62,18.43,22.94,27.84,30.08,31.91,28546.739999999998,1580.544,26,27.326,True,0.38,8,9,3,0,B1
2018-08-10,5,20.54,20.36,19.75,19.48,18.88,19.91,23.53,27.44,29.02,30.73,26946.94,1480.704,9,9.139,True,0.22,8,10,4,0,B1
2018-08-11,6,19.1,18.7,20.1,22.13,21.59,21.65,23.42,24.96,26.29,27.87,8296.92,906.24,0,0.0,False,0.0,8,11,5,1,B1
2018-08-12,7,21.61,21.42,21.26,21.13,21.13,21.44,22.65,24.0,25.86,27.54,21099.88,1115.136,0,0.0,False,0.0,8,12,6,1,B1
2018-08-13,1,18.11,17.41,16.78,16.19,15.86,16.87,21.52,25.17,28.0,28.62,24562.819999999996,1348.608,0,0.0,False,0.02,8,13,0,0,B1
2018-08-14,2,19.28,19.45,18.84,18.31,18.36,18.51,19.22,20.01,22.08,25.59,23017.359999999997,1333.2479999999998,0,0.0,False,0.02,8,14,1,0,B1
2018-08-15,3,17.44,17.47,18.01,18.45,18.43,18.76,19.23,20.36,23.26,27.1,20922.04,1098.24,0,0.0,False,0.02,8,15,2,0,B1
2018-08-16,4,21.19,20.72,19.99,20.04,19.87,20.53,22.11,23.42,25.12,26.8,23132.12,1297.9199999999998,0,0.0,False,0.02,8,16,3,0,B1
2018-08-17,5,19.1,18.57,18.83,19.22,18.61,19.28,21.69,23.57,25.72,28.19,23312.239999999998,1319.424,0,0.0,False,0.0,8,17,4,0,B1
2018-08-18,6,18.68,18.96,20.85,19.75,20.1,20.23,20.98,23.93,26.98,29.27,22676.88,1196.544,0,0.0,False,0.0,8,18,5,1,B1
2018-08-19,7,21.24,21.88,22.28,21.75,21.57,21.71,23.22,25.2,27.13,29.08,22584.92,1159.68,0,0.0,False,0.0,8,19,6,1,B1
2018-08-20,1,21.84,21.01,21.21,21.01,20.04,21.02,23.63,25.67,28.35,30.44,26392.14,1511.424,12,12.329,True,0.38,8,20,0,0,B1
2018-08-21,2,21.33,22.16,20.9,20.94,20.56,22.39,23.69,26.51,28.85,30.92,25992.76,1497.6,10,10.179,True,0.38,8,21,1,0,B1
2018-08-22,3,22.82,21.81,22.81,22.88,22.87,22.79,23.9,26.05,28.44,30.21,26967.84,1537.5359999999998,11,11.261,True,0.38,8,22,2,0,B1
2018-08-23,4,22.84,22.37,21.43,20.81,20.53,21.1,23.99,26.56,28.74,31.44,26572.64,1494.5279999999998,9,9.126,True,0.38,8,23,3,0,B1
2018-08-24,5,19.13,18.51,17.87,17.25,17.05,17.4,20.02,24.38,29.01,30.79,25187.92,1552.896,21,21.561,True,0.22,8,24,4,0,B1
2018-08-25,6,18.21,18.27,18.21,18.08,19.01,19.03,19.63,20.2,17.5,17.8,20353.18,1241.088,0,0.0,False,0.08,8,25,5,1,B1
2018-08-26,7,18.12,18.06,16.59,14.26,14.55,14.63,14.55,12.36,11.43,11.28,17891.16,847.872,0,0.0,False,0.08,8,26,6,1,B1
2018-08-27,1,13.92,13.91,13.49,13.58,13.68,13.87,14.96,16.56,18.28,20.32,20798.16,1199.6159999999998,0,0.0,False,0.38,8,27,0,0,B1
2018-08-28,2,16.9,16.92,16.89,16.5,16.66,17.11,18.42,20.3,23.52,26.3,23575.58,1373.184,0,0.0,False,0.38,8,28,1,0,B1
2018-08-29,3,19.55,20.94,20.51,20.19,19.88,20.19,20.81,22.15,24.0,26.62,23844.62,1433.088,0,0.0,False,0.38,8,29,2,0,B1
2018-08-30,4,15.26,14.73,14.26,13.92,13.59,13.63,15.88,20.23,25.5,28.68,23874.64,1453.0559999999998,1,1.009,True,0.38,8,30,3,0,B1
2018-08-31,5,20.14,20.67,20.72,20.79,20.16,19.65,20.14,20.99,22.74,24.53,22830.019999999997,1336.32,0,0.0,False,0.22,8,31,4,0,B1
2018-09-01,6,17.71,17.28,17.63,18.2,18.13,18.31,17.77,17.36,18.13,18.23,18782.26,916.992,0,0.0,False,0.08,9,1,5,1,B1
2018-09-02,7,15.63,14.95,14.62,14.79,15.38,16.19,17.01,17.96,19.76,22.6,18582.38,943.1039999999999,0,0.0,False,0.08,9,2,6,1,B1
2018-09-03,1,18.14,17.76,17.32,17.59,17.58,16.99,17.16,18.85,20.8,22.96,22079.519999999997,1253.376,0,0.0,False,0.98,9,3,0,0,B1
2018-09-04,2,14.95,14.92,15.23,15.59,15.03,14.3,14.79,17.23,21.49,22.18,22260.399999999998,1264.128,0,0.0,False,0.98,9,4,1,0,B1
2018-09-05,3,13.29,13.67,13.86,13.23,13.07,13.52,15.1,18.6,22.29,24.23,23523.899999999998,1344.0,0,0.0,False,0.98,9,5,2,0,B1
2018-09-06,4,16.65,16.15,15.52,15.19,15.68,15.75,16.59,18.8,22.15,25.67,23272.719999999998,1340.9279999999999,0,0.0,False,0.98,9,6,3,0,B1
2018-09-07,5,13.91,13.44,13.28,12.98,13.28,13.4,15.12,20.0,23.63,22.82,22164.26,1251.84,0,0.0,False,0.58,9,7,4,0,B1
2018-09-08,6,17.72,18.31,18.68,18.76,18.96,17.81,18.41,19.9,21.98,24.18,19671.84,993.792,0,0.0,False,0.08,9,8,5,1,B1
2018-09-09,7,16.9,17.12,16.29,16.13,15.84,14.92,15.82,20.06,24.39,27.14,19786.219999999998,1001.472,0,0.0,False,0.08,9,9,6,1,B1
2018-09-10,1,15.1,14.94,14.99,15.4,14.83,14.55,15.17,20.09,24.89,27.93,23970.78,1422.3359999999998,0,0.0,False,0.98,9,10,0,0,B1
2018-09-11,2,15.05,15.07,14.98,14.56,14.37,14.41,15.98,21.07,25.99,27.82,24567.76,1408.512,0,0.0,False,0.98,9,11,1,0,B1
2018-09-12,3,14.64,14.09,13.57,13.35,13.15,13.16,14.19,17.06,23.5,27.92,24413.48,1390.08,0,0.0,False,0.98,9,12,2,0,B1
2018-09-13,4,15.02,14.61,14.61,14.54,14.33,14.39,16.46,20.67,23.53,27.35,24576.12,1402.368,0,0.0,False,0.98,9,13,3,0,B1
2018-09-14,5,16.24,15.78,15.72,15.94,16.26,18.3,19.42,20.42,24.02,27.22,24184.719999999998,1337.8559999999998,0,0.0,False,0.58,9,14,4,0,B1
2018-09-15,6,19.93,19.21,19.21,18.99,19.1,18.59,19.6,21.71,22.7,24.39,20707.34,1019.904,0,0.0,False,0.08,9,15,5,1,B1
2018-09-16,7,18.55,18.31,18.33,17.85,18.16,17.32,18.13,21.3,24.48,26.38,20151.399999999998,1033.7279999999998,0,0.0,False,0.08,9,16,6,1,B1
2018-09-17,1,16.05,15.81,15.31,14.66,14.21,14.33,14.66,18.5,24.67,27.87,23122.62,1351.6799999999998,0,0.0,False,0.98,9,17,0,0,B1
2018-09-18,2,15.57,15.35,15.93,16.11,15.2,13.88,14.55,19.42,24.94,27.89,23165.18,1362.432,0,0.0,False,0.98,9,18,1,0,B1
2018-09-19,3,15.88,15.26,14.89,14.59,14.19,13.9,14.76,19.21,24.29,26.58,23175.44,1330.176,0,0.0,False,0.98,9,19,2,0,B1
2018-09-20,4,21.23,19.87,19.26,19.36,18.82,18.54,19.06,21.63,24.15,26.21,23729.859999999997,1370.112,0,0.0,False,0.98,9,20,3,0,B1
2018-09-21,5,20.16,20.12,20.1,19.48,18.66,18.13,18.28,22.05,25.64,27.85,23686.16,1397.76,0,0.0,False,0.58,9,21,4,0,B1
2018-09-22,6,17.35,18.17,19.26,18.97,17.48,17.21,18.12,20.68,22.51,24.2,19252.319999999996,1016.832,0,0.0,False,0.08,9,22,5,1,B1
2018-09-23,7,14.77,15.39,14.72,14.79,15.39,15.35,15.35,15.94,17.48,21.23,19071.819999999996,970.752,0,0.0,False,0.08,9,23,6,1,B1
2018-09-24,1,21.16,21.41,21.38,21.19,20.95,20.55,19.26,15.7,16.82,17.5,21871.66,1196.544,0,0.0,False,0.98,9,24,0,0,B1
2018-09-25,2,10.43,9.18,8.89,8.57,9.47,8.76,7.92,11.52,13.82,16.36,21240.859999999997,1167.36,0,0.0,False,0.98,9,25,1,0,B1
2018-09-26,3,8.02,7.35,6.68,7.06,6.85,6.98,7.41,9.11,10.74,12.65,18626.46,1006.0799999999999,0,0.0,False,0.98,9,26,2,0,B1
2018-09-27,4,8.57,7.79,8.04,6.38,5.22,4.28,4.52,9.86,16.38,19.9,16802.08,909.312,0,0.0,False,0.98,9,27,3,0,B1
2018-09-28,5,15.67,16.55,16.3,16.24,15.87,15.73,16.03,18.21,20.93,24.1,16313.019999999999,912.3839999999999,0,0.0,False,0.58,9,28,4,0,B1
2018-09-29,6,18.11,18.04,18.03,18.04,17.28,16.7,16.32,16.75,17.69,18.62,13795.52,615.936,0,0.0,False,0.08,9,29,5,1,B1
2018-09-30,7,11.06,10.6,10.19,9.89,9.81,9.73,9.93,11.55,13.05,14.69,13619.579999999998,597.5039999999999,0,0.0,False,0.08,9,30,6,1,B1
2019-06-01,6,10.29,9.44,8.87,8.7,9.3,14.65,17.7,20.84,22.76,23.75,12290.34,551.424,0,0.0,False,0.08,6,1,5,1,B1
2019-06-02,7,16.99,16.45,16.21,15.45,15.19,19.11,21.66,23.4,26.55,27.42,11883.74,523.776,0,0.0,False,0.0,6,2,6,1,B1
2019-06-03,1,16.67,15.89,16.05,16.25,15.05,19.94,23.14,25.55,27.02,28.85,16547.48,1004.5440000000001,0,0.0,False,0.98,6,3,0,0,B1
2019-06-04,2,16.64,15.01,14.69,15.03,14.95,17.71,21.76,25.4,27.53,27.26,20414.739999999998,1207.2959999999998,0,0.0,False,0.98,6,4,1,0,B1
2019-06-05,3,15.81,14.71,13.89,13.32,13.49,15.56,18.67,21.52,23.21,24.0,19302.48,1156.608,0,0.0,False,0.98,6,5,2,0,B1
2019-06-06,4,17.29,17.34,16.9,16.17,14.92,16.47,21.13,22.18,23.71,24.79,20931.92,1259.52,0,0.0,False,0.98,6,6,3,0,B1
2019-06-07,5,14.79,14.88,13.76,13.13,13.21,17.57,20.32,22.05,22.91,24.12,21753.48,1196.544,0,0.0,False,0.58,6,7,4,0,B1
2019-06-08,6,17.0,15.95,14.68,14.09,13.92,18.25,22.24,23.51,24.97,26.35,19737.2,981.5039999999999,0,0.0,False,0.08,6,8,5,1,B1
2019-06-09,7,16.14,16.08,16.64,17.61,18.56,21.49,22.35,23.72,25.65,27.92,19810.92,1001.472,0,0.0,False,0.08,6,9,6,1,B1
2019-06-10,1,20.14,20.8,21.74,21.07,19.23,20.46,25.92,28.41,29.02,32.91,24899.5,1465.344,1,1.018,True,0.98,6,10,0,0,B1
2019-06-11,2,25.04,25.28,23.29,22.93,23.14,24.2,25.24,26.45,29.41,32.34,26221.14,1459.2,4,4.026,True,0.98,6,11,1,0,B1
2019-06-12,3,25.06,23.99,24.58,24.47,22.76,23.34,25.67,27.9,29.98,32.09,25789.08,1483.7759999999998,1,1.03,True,0.98,6,12,2,0,B1
2019-06-13,4,19.9,18.43,17.85,19.83,21.12,24.39,25.46,25.98,26.61,27.31,24778.66,1354.752,0,0.0,False,0.98,6,13,3,0,B1
2019-06-14,5,13.15,12.94,12.31,12.07,12.31,17.85,21.51,25.76,29.16,30.34,25433.019999999997,1468.416,5,5.05,True,0.58,6,14,4,0,B1
2019-06-15,6,18.57,19.55,18.7,19.47,19.88,20.95,25.29,27.5,26.39,27.98,22927.3,1178.112,0,0.0,False,0.08,6,15,5,1,B1
2019-06-16,7,17.45,17.0,16.51,15.9,16.25,21.27,25.03,26.71,27.53,28.95,22279.019999999997,1113.6,0,0.0,False,0.08,6,16,6,1,B1
2019-06-17,1,22.2,22.11,21.68,21.13,21.12,21.41,22.39,23.09,24.05,25.48,25276.08,1368.5759999999998,0,0.0,False,0.98,6,17,0,0,B1
2019-06-18,2,20.95,20.58,19.77,19.41,19.73,21.31,22.38,24.15,25.56,26.92,25721.819999999996,1463.808,1,1.017,True,0.98,6,18,1,0,B1
2019-06-19,3,19.87,18.86,17.64,16.52,16.56,22.01,24.66,27.73,28.95,27.32,26100.3,1457.664,2,2.021,True,0.98,6,19,2,0,B1
2019-06-20,4,18.92,18.25,17.4,17.0,17.18,22.14,24.85,26.03,27.24,28.7,27006.219999999998,1559.04,9,9.372,True,0.98,6,20,3,0,B1
2019-06-21,5,17.83,16.93,16.18,15.98,16.6,22.22,24.77,27.74,28.95,29.44,26579.48,1497.6,6,6.157,True,0.58,6,21,4,0,B1
2019-06-22,6,19.44,18.44,17.87,18.12,21.0,23.93,25.17,24.42,23.76,19.47,21898.26,1081.344,0,0.0,False,0.08,6,22,5,1,B1
2019-06-23,7,16.54,16.94,16.28,15.94,16.15,16.83,18.13,19.88,23.52,24.39,21205.519999999997,1027.584,0,0.0,False,0.08,6,23,6,1,B1
2019-06-24,1,18.07,17.74,17.39,17.08,17.25,19.75,22.04,23.68,25.61,27.55,26581.38,1503.7440000000001,7,7.19,True,0.98,6,24,0,0,B1
2019-06-25,2,20.87,21.27,21.25,20.93,21.55,24.19,25.33,26.28,28.13,29.56,28800.58,1635.84,26,27.49,True,0.98,6,25,1,0,B1
2019-06-26,3,23.14,23.24,22.92,22.77,23.3,25.99,26.63,27.4,29.41,31.98,30284.1,1771.0079999999998,33,36.482,True,0.98,6,26,2,0,B1
2019-06-27,4,21.25,20.85,20.26,19.87,19.87,25.14,27.44,31.11,33.91,33.34,30749.219999999998,1712.6399999999999,38,41.095,True,0.98,6,27,3,0,B1
2019-06-28,5,22.79,26.48,27.05,25.95,25.12,25.9,25.89,26.58,28.03,29.5,29885.48,1598.9759999999999,28,29.744,True,0.58,6,28,4,0,B1
2019-06-29,6,22.38,22.3,22.21,21.42,21.1,23.1,23.19,24.11,25.63,27.67,24619.819999999996,1198.08,0,0.0,False,0.08,6,29,5,1,B1
2019-06-30,7,20.69,19.85,19.55,19.11,19.61,23.64,25.2,26.99,29.81,32.38,24098.46,1165.824,0,0.0,False,0.08,6,30,6,1,B1
2019-07-01,1,17.19,16.2,15.49,14.85,14.68,22.16,25.19,28.58,29.05,30.67,27358.1,1489.9199999999998,14,14.254,True,0.6799999999999999,7,1,0,0,B1
2019-07-02,2,18.0,17.45,16.57,16.31,16.59,20.61,23.89,27.76,29.94,30.42,27204.58,1634.304,19,19.762,True,0.6799999999999999,7,2,1,0,B1
2019-07-03,3,24.07,22.24,22.22,22.26,22.27,25.17,25.8,25.94,27.49,30.29,27443.98,1595.904,26,27.517,True,0.6799999999999999,7,3,2,0,B1
2019-07-04,4,20.76,19.89,18.89,19.45,18.63,20.53,21.68,22.27,23.66,25.16,25570.96,1397.76,0,0.0,False,0.6799999999999999,7,4,3,0,B1
2019-07-05,5,20.8,20.06,18.42,17.94,16.9,21.49,23.87,26.59,28.72,29.61,26288.399999999998,1463.808,2,2.027,True,0.39999999999999997,7,5,4,0,B1
2019-07-06,6,18.41,17.87,17.78,18.45,19.06,21.19,23.91,26.46,28.19,29.87,23826.38,1196.544,0,0.0,False,0.08,7,6,5,1,B1
2019-07-07,7,18.68,18.23,18.1,18.09,17.61,19.65,23.41,25.95,28.29,28.75,22939.46,1244.1599999999999,0,0.0,False,0.08,7,7,6,1,B1
2019-07-08,1,19.6,18.61,17.91,16.82,14.89,19.54,21.47,22.32,24.66,27.21,25220.6,1442.304,1,1.002,True,0.6799999999999999,7,8,0,0,B1
2019-07-09,2,18.7,19.1,18.96,18.91,18.95,19.26,20.05,21.97,24.24,24.75,23582.04,1291.7759999999998,0,0.0,False,0.6799999999999999,7,9,1,0,B1
2019-07-10,3,17.59,17.65,17.65,17.37,17.23,18.49,19.19,19.71,20.57,22.0,23430.42,1234.944,0,0.0,False,0.6799999999999999,7,10,2,0,B1
2019-07-11,4,14.24,14.26,14.32,15.37,16.16,18.23,18.05,20.54,23.26,25.15,23100.2,1234.944,0,0.0,False,0.6799999999999999,7,11,3,0,B1
