day,wd,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,energy,peak_power,peak_duration,peak_intensity,is_peak,activity,month,day_of_month,day_of_week,is_weekend,building_id
2018-08-25,6,18.21,18.27,18.21,18.08,19.01,19.03,19.63,20.2,17.5,17.8,21424.4,1292.8,0,0.0,False,0.1,8,25,5,1,B2
2018-08-26,7,18.12,18.06,16.59,14.26,14.55,14.63,14.55,12.36,11.43,11.28,18832.8,883.2,0,0.0,False,0.1,8,26,6,1,B2
2018-08-27,1,13.92,13.91,13.49,13.58,13.68,13.87,14.96,16.56,18.28,20.32,21892.8,1249.6,0,0.0,False,0.4,8,27,0,0,B2
2018-08-28,2,16.9,16.92,16.89,16.5,16.66,17.11,18.42,20.3,23.52,26.3,24816.4,1430.4,0,0.0,False,0.4,8,28,1,0,B2
2018-08-29,3,19.55,20.94,20.51,20.19,19.88,20.19,20.81,22.15,24.0,26.62,25099.6,1492.8,0,0.0,False,0.4,8,29,2,0,B2
2018-08-30,4,15.26,14.73,14.26,13.92,13.59,13.63,15.88,20.23,25.5,28.68,25131.2,1513.6,1,1.009,True,0.4,8,30,3,0,B2
2018-08-31,5,20.14,20.67,20.72,20.79,20.16,19.65,20.14,20.99,22.74,24.53,24031.6,1392.0,0,0.0,False,0.24,8,31,4,0,B2
2018-09-01,6,17.71,17.28,17.63,18.2,18.13,18.31,17.77,17.36,18.13,18.23,19770.8,955.2,0,0.0,False,0.1,9,1,5,1,B2
2018-09-02,7,15.63,14.95,14.62,14.79,15.38,16.19,17.01,17.96,19.76,22.6,19560.4,982.4,0,0.0,False,0.1,9,2,6,1,B2
2018-09-03,1,18.14,17.76,17.32,17.59,17.58,16.99,17.16,18.85,20.8,22.96,23241.6,1305.6,0,0.0,False,1.0,9,3,0,0,B2
2018-09-04,2,14.95,14.92,15.23,15.59,15.03,14.3,14.79,17.23,21.49,22.18,23432.0,1316.8,0,0.0,False,1.0,9,4,1,0,B2
2018-09-05,3,13.29,13.67,13.86,13.23,13.07,13.52,15.1,18.6,22.29,24.23,24762.0,1400.0,0,0.0,False,1.0,9,5,2,0,B2
2018-09-06,4,16.65,16.15,15.52,15.19,15.68,15.75,16.59,18.8,22.15,25.67,24497.6,1396.8,0,0.0,False,1.0,9,6,3,0,B2
2018-09-07,5,13.91,13.44,13.28,12.98,13.28,13.4,15.12,20.0,23.63,22.82,23330.8,1304.0,0,0.0,False,0.6,9,7,4,0,B2
2018-09-08,6,17.72,18.31,18.68,18.76,18.96,17.81,18.41,19.9,21.98,24.18,20707.2,1035.2,0,0.0,False,0.1,9,8,5,1,B2
2018-09-09,7,16.9,17.12,16.29,16.13,15.84,14.92,15.82,20.06,24.39,27.14,20827.6,1043.2,0,0.0,False,0.1,9,9,6,1,B2
2018-09-10,1,15.1,14.94,14.99,15.4,14.83,14.55,15.17,20.09,24.89,27.93,25232.4,1481.6,0,0.0,False,1.0,9,10,0,0,B2
2018-09-11,2,15.05,15.07,14.98,14.56,14.37,14.41,15.98,21.07,25.99,27.82,25860.8,1467.2,0,0.0,False,1.0,9,11,1,0,B2
2018-09-12,3,14.64,14.09,13.57,13.35,13.15,13.16,14.19,17.06,23.5,27.92,25698.4,1448.0,0,0.0,False,1.0,9,12,2,0,B2
2018-09-13,4,15.02,14.61,14.61,14.54,14.33,14.39,16.46,20.67,23.53,27.35,25869.6,1460.8,0,0.0,False,1.0,9,13,3,0,B2
2018-09-14,5,16.24,15.78,15.72,15.94,16.26,18.3,19.42,20.42,24.02,27.22,25457.6,1393.6,0,0.0,False,0.6,9,14,4,0,B2
2018-09-15,6,19.93,19.21,19.21,18.99,19.1,18.59,19.6,21.71,22.7,24.39,21797.2,1062.4,0,0.0,False,0.1,9,15,5,1,B2
2018-09-16,7,18.55,18.31,18.33,17.85,18.16,17.32,18.13,21.3,24.48,26.38,21212.0,1076.8,0,0.0,False,0.1,9,16,6,1,B2
2018-09-17,1,16.05,15.81,15.31,14.66,14.21,14.33,14.66,18.5,24.67,27.87,24339.6,1408.0,0,0.0,False,1.0,9,17,0,0,B2
2018-09-18,2,15.57,15.35,15.93,16.11,15.2,13.88,14.55,19.42,24.94,27.89,24384.4,1419.2,0,0.0,False,1.0,9,18,1,0,B2
2018-09-19,3,15.88,15.26,14.89,14.59,14.19,13.9,14.76,19.21,24.29,26.58,24395.2,1385.6,0,0.0,False,1.0,9,19,2,0,B2
2018-09-20,4,21.23,19.87,19.26,19.36,18.82,18.54,19.06,21.63,24.15,26.21,24978.8,1427.2,0,0.0,False,1.0,9,20,3,0,B2
2018-09-21,5,20.16,20.12,20.1,19.48,18.66,18.13,18.28,22.05,25.64,27.85,24932.8,1456.0,0,0.0,False,0.6,9,21,4,0,B2
2018-09-22,6,17.35,18.17,19.26,18.97,17.48,17.21,18.12,20.68,22.51,24.2,20265.6,1059.2,0,0.0,False,0.1,9,22,5,1,B2
2018-09-23,7,14.77,15.39,14.72,14.79,15.39,15.35,15.35,15.94,17.48,21.23,20075.6,1011.2,0,0.0,False,0.1,9,23,6,1,B2
2018-09-24,1,21.16,21.41,21.38,21.19,20.95,20.55,19.26,15.7,16.82,17.5,23022.8,1246.4,0,0.0,False,1.0,9,24,0,0,B2
2018-09-25,2,10.43,9.18,8.89,8.57,9.47,8.76,7.92,11.52,13.82,16.36,22358.8,1216.0,0,0.0,False,1.0,9,25,1,0,B2
2018-09-26,3,8.02,7.35,6.68,7.06,6.85,6.98,7.41,9.11,10.74,12.65,19606.8,1048.0,0,0.0,False,1.0,9,26,2,0,B2
2018-09-27,4,8.57,7.79,8.04,6.38,5.22,4.28,4.52,9.86,16.38,19.9,17686.4,947.2,0,0.0,False,1.0,9,27,3,0,B2
2018-09-28,5,15.67,16.55,16.3,16.24,15.87,15.73,16.03,18.21,20.93,24.1,17171.6,950.4,0,0.0,False,0.6,9,28,4,0,B2
2018-09-29,6,18.11,18.04,18.03,18.04,17.28,16.7,16.32,16.75,17.69,18.62,14521.6,641.6,0,0.0,False,0.1,9,29,5,1,B2
2018-09-30,7,11.06,10.6,10.19,9.89,9.81,9.73,9.93,11.55,13.05,14.69,14336.4,622.4,0,0.0,False,0.1,9,30,6,1,B2
2019-06-01,6,10.29,9.44,8.87,8.7,9.3,14.65,17.7,20.84,22.76,23.75,12937.2,574.4,0,0.0,False,0.1,6,1,5,1,B2
2019-06-02,7,16.99,16.45,16.21,15.45,15.19,19.11,21.66,23.4,26.55,27.42,12509.2,545.6,0,0.0,False,0.01,6,2,6,1,B2
2019-06-03,1,16.67,15.89,16.05,16.25,15.05,19.94,23.14,25.55,27.02,28.85,17418.4,1046.4,0,0.0,False,1.0,6,3,0,0,B2
2019-06-04,2,16.64,15.01,14.69,15.03,14.95,17.71,21.76,25.4,27.53,27.26,21489.2,1257.6,0,0.0,False,1.0,6,4,1,0,B2
2019-06-05,3,15.81,14.71,13.89,13.32,13.49,15.56,18.67,21.52,23.21,24.0,20318.4,1204.8,0,0.0,False,1.0,6,5,2,0,B2
2019-06-06,4,17.29,17.34,16.9,16.17,14.92,16.47,21.13,22.18,23.71,24.79,22033.6,1312.0,0,0.0,False,1.0,6,6,3,0,B2
2019-06-07,5,14.79,14.88,13.76,13.13,13.21,17.57,20.32,22.05,22.91,24.12,22898.4,1246.4,0,0.0,False,0.6,6,7,4,0,B2
2019-06-08,6,17.0,15.95,14.68,14.09,13.92,18.25,22.24,23.51,24.97,26.35,20776.0,1022.4,0,0.0,False,0.1,6,8,5,1,B2
2019-06-09,7,16.14,16.08,16.64,17.61,18.56,21.49,22.35,23.72,25.65,27.92,20853.6,1043.2,0,0.0,False,0.1,6,9,6,1,B2
2019-06-10,1,20.14,20.8,21.74,21.07,19.23,20.46,25.92,28.41,29.02,32.91,26210.0,1526.4,1,1.018,True,1.0,6,10,0,0,B2
2019-06-11,2,25.04,25.28,23.29,22.93,23.14,24.2,25.24,26.45,29.41,32.34,27601.2,1520.0,4,4.026,True,1.0,6,11,1,0,B2
2019-06-12,3,25.06,23.99,24.58,24.47,22.76,23.34,25.67,27.9,29.98,32.09,27146.4,1545.6,1,1.03,True,1.0,6,12,2,0,B2
2019-06-13,4,19.9,18.43,17.85,19.83,21.12,24.39,25.46,25.98,26.61,27.31,26082.8,1411.2,0,0.0,False,1.0,6,13,3,0,B2
2019-06-14,5,13.15,12.94,12.31,12.07,12.31,17.85,21.51,25.76,29.16,30.34,26771.6,1529.6,5,5.05,True,0.6,6,14,4,0,B2
2019-06-15,6,18.57,19.55,18.7,19.47,19.88,20.95,25.29,27.5,26.39,27.98,24134.0,1227.2,0,0.0,False,0.1,6,15,5,1,B2
2019-06-16,7,17.45,17.0,16.51,15.9,16.25,21.27,25.03,26.71,27.53,28.95,23451.6,1160.0,0,0.0,False,0.1,6,16,6,1,B2
2019-06-17,1,22.2,22.11,21.68,21.13,21.12,21.41,22.39,23.09,24.05,25.48,26606.4,1425.6,0,0.0,False,1.0,6,17,0,0,B2
2019-06-18,2,20.95,20.58,19.77,19.41,19.73,21.31,22.38,24.15,25.56,26.92,27075.6,1524.8,1,1.017,True,1.0,6,18,1,0,B2
2019-06-19,3,19.87,18.86,17.64,16.52,16.56,22.01,24.66,27.73,28.95,27.32,27474.0,1518.4,2,2.021,True,1.0,6,19,2,0,B2
2019-06-20,4,18.92,18.25,17.4,17.0,17.18,22.14,24.85,26.03,27.24,28.7,28427.6,1624.0,9,9.372,True,1.0,6,20,3,0,B2
2019-06-21,5,17.83,16.93,16.18,15.98,16.6,22.22,24.77,27.74,28.95,29.44,27978.4,1560.0,6,6.157,True,0.6,6,21,4,0,B2
2019-06-22,6,19.44,18.44,17.87,18.12,21.0,23.93,25.17,24.42,23.76,19.47,23050.8,1126.4,0,0.0,False,0.1,6,22,5,1,B2
2019-06-23,7,16.54,16.94,16.28,15.94,16.15,16.83,18.13,19.88,23.52,24.39,22321.6,1070.4,0,0.0,False,0.1,6,23,6,1,B2
2019-06-24,1,18.07,17.74,17.39,17.08,17.25,19.75,22.04,23.68,25.61,27.55,27980.4,1566.4,7,7.19,True,1.0,6,24,0,0,B2
2019-06-25,2,20.87,21.27,21.25,20.93,21.55,24.19,25.33,26.28,28.13,29.56,30316.4,1704.0,26,27.49,True,1.0,6,25,1,0,B2
2019-06-26,3,23.14,23.24,22.92,22.77,23.3,25.99,26.63,27.4,29.41,31.98,31878.0,1844.8,33,36.482,True,1.0,6,26,2,0,B2
2019-06-27,4,21.25,20.85,20.26,19.87,19.87,25.14,27.44,31.11,33.91,33.34,32367.6,1784.0,38,41.095,True,1.0,6,27,3,0,B2
2019-06-28,5,22.79,26.48,27.05,25.95,25.12,25.9,25.89,26.58,28.03,29.5,31458.4,1665.6,28,29.744,True,0.6,6,28,4,0,B2
2019-06-29,6,22.38,22.3,22.21,21.42,21.1,23.1,23.19,24.11,25.63,27.67,25915.6,1248.0,0,0.0,False,0.1,6,29,5,1,B2
2019-06-30,7,20.69,19.85,19.55,19.11,19.61,23.64,25.2,26.99,29.81,32.38,25366.8,1214.4,0,0.0,False,0.1,6,30,6,1,B2
2019-07-01,1,17.19,16.2,15.49,14.85,14.68,22.16,25.19,28.58,29.05,30.67,28798.0,1552.0,14,14.254,True,0.7,7,1,0,0,B2
2019-07-02,2,18.0,17.45,16.57,16.31,16.59,20.61,23.89,27.76,29.94,30.42,28636.4,1702.4,19,19.762,True,0.7,7,2,1,0,B2
2019-07-03,3,24.07,22.24,22.22,22.26,22.27,25.17,25.8,25.94,27.49,30.29,28888.4,1662.4,26,27.517,True,0.7,7,3,2,0,B2
2019-07-04,4,20.76,19.89,18.89,19.45,18.63,20.53,21.68,22.27,23.66,25.16,26916.8,1456.0,0,0.0,False,0.7,7,4,3,0,B2
2019-07-05,5,20.8,20.06,18.42,17.94,16.9,21.49,23.87,26.59,28.72,29.61,27672.0,1524.8,2,2.027,True,0.42,7,5,4,0,B2
2019-07-06,6,18.41,17.87,17.78,18.45,19.06,21.19,23.91,26.46,28.19,29.87,25080.4,1246.4,0,0.0,False,0.1,7,6,5,1,B2
2019-07-07,7,18.68,18.23,18.1,18.09,17.61,19.65,23.41,25.95,28.29,28.75,24146.8,1296.0,0,0.0,False,0.1,7,7,6,1,B2
2019-07-08,1,19.6,18.61,17.91,16.82,14.89,19.54,21.47,22.32,24.66,27.21,26548.0,1502.4,1,1.002,True,0.7,7,8,0,0,B2
2019-07-09,2,18.7,19.1,18.96,18.91,18.95,19.26,20.05,21.97,24.24,24.75,24823.2,1345.6,0,0.0,False,0.7,7,9,1,0,B2
2019-07-10,3,17.59,17.65,17.65,17.37,17.23,18.49,19.19,19.71,20.57,22.0,24663.6,1286.4,0,0.0,False,0.7,7,10,2,0,B2
2019-07-11,4,14.24,14.26,14.32,15.37,16.16,18.23,18.05,20.54,23.26,25.15,24316.0,1286.4,0,0.0,False,0.7,7,11,3,0,B2
2019-07-12,5,16.23,15.6,14.88,13.87,13.53,17.21,20.45,22.3,25.26,25.47,24399.6,1270.4,0,0.0,False,0.42,7,12,4,0,B2
2019-07-13,6,15.92,15.29,15.24,15.82,16.18,16.69,17.22,20.19,23.02,25.91,20868.4,1008.0,0,0.0,False,0.1,7,13,5,1,B2
2019-07-14,7,11.89,11.35,10.81,10.22,10.7,15.77,18.52,22.51,25.1,25.1,21211.6,998.4,0,0.0,False,0.1,7,14,6,1,B2
2019-07-15,1,19.39,18.64,19.04,19.01,18.79,19.25,19.28,20.96,22.62,23.2,24148.8,1275.2,0,0.0,False,0.7,7,15,0,0,B2
2019-07-16,2,17.06,16.04,16.17,15.5,15.91,18.52,19.67,21.72,23.72,25.96,25029.6,1348.8,0,0.0,False,0.7,7,16,1,0,B2
2019-07-17,3,15.46,14.96,14.22,13.69,13.38,17.61,21.23,24.82,26.63,27.92,25502.8,1358.4,0,0.0,False,0.7,7,17,2,0,B2
2019-07-18,4,17.4,17.71,18.95,18.31,16.79,17.09,17.98,21.37,25.36,28.04,25447.2,1388.8,0,0.0,False,0.7,7,18,3,0,B2
2019-07-19,5,16.38,15.72,15.06,15.37,16.17,17.25,21.47,25.9,27.97,28.19,25867.2,1400.0,0,0.0,False,0.42,7,19,4,0,B2
2019-07-20,6,16.22,15.57,15.0,14.69,14.36,18.03,22.04,26.49,28.11,28.93,22262.4,1084.8,0,0.0,False,0.1,7,20,5,1,B2
2019-07-21,7,18.39,18.4,18.3,18.51,18.08,18.32,22.27,26.52,27.52,29.17,22138.0,1113.6,0,0.0,False,0.1,7,21,6,1,B2
2019-07-22,1,22.78,22.15,21.29,21.06,21.17,22.99,26.1,28.01,30.29,31.61,27934.8,1617.6,9,9.162,True,0.7,7,22,0,0,B2
2019-07-23,2,21.29,21.39,21.27,22.28,22.48,25.21,27.92,29.49,32.01,33.67,29063.6,1588.8,19,19.319,True,0.7,7,23,1,0,B2
2019-07-24,3,20.49,20.17,19.74,19.34,18.84,21.79,26.07,29.64,31.08,32.27,29441.2,1609.6,23,23.862,True,0.7,7,24,2,0,B2
2019-07-25,4,22.22,21.99,21.71,21.39,21.07,23.42,27.03,30.24,32.78,33.9,30910.4,1729.6,30,32.508,True,0.7,7,25,3,0,B2
2019-07-26,5,22.21,21.66,21.34,21.72,21.05,21.35,23.51,28.39,30.86,32.36,29831.6,1680.0,22,22.862,True,0.42,7,26,4,0,B2
2019-07-27,6,20.25,20.66,20.65,19.98,19.84,20.01,21.63,24.36,27.63,27.94,24122.4,1289.6,0,0.0,False,0.1,7,27,5,1,B2
2019-07-28,7,18.09,17.89,18.94,19.27,19.35,18.26,17.61,17.29,17.84,19.13,20798.4,936.0,0,0.0,False,0.1,7,28,6,1,B2
2019-07-29,1,17.52,17.63,17.63,17.93,18.07,18.25,18.98,20.3,22.0,25.68,25875.6,1388.8,0,0.0,False,0.7,7,29,0,0,B2
2019-07-30,2,19.14,18.84,18.26,17.95,17.65,19.13,22.93,26.14,28.39,29.18,27656.4,1550.4,2,2.055,True,0.7,7,30,1,0,B2
2019-07-31,3,21.22,20.49,21.05,21.5,22.43,23.49,26.81,27.77,30.14,32.6,29556.8,1640.0,25,25.861,True,0.7,7,31,2,0,B2
2019-08-01,4,19.28,18.93,20.43,21.27,21.32,22.17,22.99,24.46,26.77,29.05,28885.2,1624.0,7,7.279,True,0.4,8,1,3,0,B2
2019-08-02,5,19.55,19.58,20.54,21.52,20.72,20.74,24.33,25.96,25.28,27.74,21288.8,1484.8,0,0.0,False,0.24,8,2,4,0,B2
2019-08-09,5,20.18,20.26,19.91,19.55,19.25,19.84,23.31,25.2,27.58,29.61,9444.0,1342.4,0,0.0,False,0.24,8,9,4,0,B2
2019-08-10,6,18.66,18.23,17.81,17.62,17.5,18.48,22.34,26.2,28.75,29.81,24534.4,1312.0,0,0.0,False,0.1,8,10,5,1,B2
2019-08-11,7,20.89,20.47,20.17,19.71,19.6,21.22,24.81,26.97,29.06,30.51,26106.4,1283.2,0,0.0,False,0.01,8,11,6,1,B2
2019-08-12,1,21.79,21.04,20.66,20.11,19.79,20.63,24.15,27.72,31.88,34.93,28754.4,1539.2,1,1.026,True,0.04,8,12,0,0,B2
2019-08-13,2,24.19,24.1,23.36,22.26,20.36,20.2,22.85,26.7,29.56,30.46,26278.8,1424.0,0,0.0,False,0.04,8,13,1,0,B2
2019-08-14,3,17.6,17.44,17.64,17.8,17.16,16.78,16.34,17.37,19.56,20.38,22699.2,1179.2,0,0.0,False,0.04,8,14,2,0,B2
2019-08-15,4,17.1,17.0,17.52,17.38,17.16,17.38,19.18,20.69,23.22,24.91,20748.4,1049.6,0,0.0,False,0.04,8,15,3,0,B2
2019-08-16,5,16.98,18.26,19.22,18.11,18.73,19.08,19.16,20.16,20.86,22.12,21382.0,1126.4,0,0.0,False,0.02,8,16,4,0,B2
2019-08-17,6,16.07,15.61,14.44,13.46,12.59,13.66,17.95,21.01,25.45,27.27,20244.8,1009.6,0,0.0,False,0.01,8,17,5,1,B2
2019-08-18,7,13.69,13.35,13.32,13.3,12.84,13.86,18.3,22.24,26.56,28.17,20685.6,1032.0,0,0.0,False,0.01,8,18,6,1,B2
2019-08-19,1,15.99,15.73,15.18,15.02,14.94,15.96,19.71,23.54,27.38,28.67,25224.8,1416.0,0,0.0,False,0.04,8,19,0,0,B2
2019-08-20,2,18.42,17.84,17.32,16.94,16.54,17.42,21.39,25.56,30.15,33.1,26877.6,1443.2,0,0.0,False,0.4,8,20,1,0,B2
2019-08-21,3,19.53,18.56,18.3,18.44,18.65,19.38,22.98,27.4,28.77,28.57,27297.6,1516.8,4,4.031,True,0.4,8,21,2,0,B2
2019-08-22,4,20.49,19.88,19.71,19.59,19.36,19.37,19.59,19.85,21.15,21.64,24978.4,1318.4,0,0.0,False,0.4,8,22,3,0,B2
2019-08-23,5,20.66,21.05,20.76,20.06,19.76,20.32,21.16,22.47,23.77,25.28,25314.8,1364.8,0,0.0,False,0.24,8,23,4,0,B2
2019-08-24,6,22.07,21.88,22.06,22.32,22.26,22.0,23.12,24.24,25.95,27.91,21331.6,1156.8,0,0.0,False,0.1,8,24,5,1,B2
2019-08-25,7,20.62,19.93,20.03,19.93,20.6,20.58,22.25,23.94,24.81,26.62,20805.2,1033.6,0,0.0,False,0.1,8,25,6,1,B2
2019-08-26,1,21.56,21.24,20.9,21.01,20.75,20.9,21.88,23.72,24.61,27.51,25759.6,1483.2,0,0.0,False,0.4,8,26,0,0,B2
2019-08-27,2,22.18,22.23,21.81,21.55,21.42,21.33,22.61,24.48,26.44,28.96,26540.8,1467.2,0,0.0,False,0.4,8,27,1,0,B2
2019-08-28,3,21.2,21.75,21.24,19.84,19.82,21.49,23.48,24.92,25.85,28.55,27062.0,1478.4,0,0.0,False,0.4,8,28,2,0,B2
2019-08-29,4,19.75,18.8,18.37,18.35,18.86,19.24,20.15,23.02,27.42,29.4,27082.8,1520.0,1,1.013,True,0.4,8,29,3,0,B2
2019-08-30,5,23.67,23.33,23.52,23.4,23.36,23.5,23.41,23.79,24.2,25.39,26730.0,1396.8,0,0.0,False,0.24,8,30,4,0,B2
2019-08-31,6,24.9,24.57,24.28,24.02,23.61,23.5,24.14,25.57,26.99,28.64,24640.4,1198.4,0,0.0,False,0.1,8,31,5,1,B2
2019-09-01,7,21.26,20.3,19.05,18.56,18.19,17.87,20.38,24.66,29.08,32.23,23839.6,1163.2,0,0.0,False,0.1,9,1,6,1,B2
2019-09-02,1,19.2,18.39,18.04,17.77,18.38,18.89,20.03,22.03,24.65,29.61,26010.0,1484.8,0,0.0,False,1.0,9,2,0,0,B2
2019-09-03,2,15.61,14.91,14.8,16.28,16.6,16.6,17.02,17.6,18.25,19.93,23352.4,1212.8,0,0.0,False,1.0,9,3,1,0,B2
2019-09-04,3,15.73,15.74,14.83,14.66,14.57,14.19,15.54,18.39,20.51,22.0,23781.6,1233.6,0,0.0,False,1.0,9,4,2,0,B2
2019-09-05,4,16.34,16.68,16.36,15.93,16.12,15.82,17.33,19.61,21.61,23.99,24497.2,1308.8,0,0.0,False,1.0,9,5,3,0,B2
2019-09-06,5,20.32,20.28,19.89,19.99,19.64,19.48,19.55,20.01,20.69,20.85,22938.4,1216.0,0,0.0,False,0.6,9,6,4,0,B2
2019-09-07,6,16.03,16.04,15.33,15.03,15.63,15.03,15.86,18.32,20.53,22.12,19660.0,907.2,0,0.0,False,0.1,9,7,5,1,B2
2019-09-08,7,13.65,13.68,14.31,14.64,14.45,14.63,15.6,16.33,16.58,19.25,19050.8,880.0,0,0.0,False,0.1,9,8,6,1,B2
2019-09-09,1,12.98,12.63,12.13,12.34,11.83,10.9,10.83,11.33,13.3,16.01,20802.0,1124.8,0,0.0,False,1.0,9,9,0,0,B2
2019-09-10,2,9.66,8.66,8.34,7.79,7.52,7.5,9.76,13.95,18.41,22.36,20656.0,1104.0,0,0.0,False,1.0,9,10,1,0,B2
2019-09-11,3,15.56,15.16,15.18,15.31,14.92,14.3,15.18,17.47,19.51,21.05,20619.6,1091.2,0,0.0,False,1.0,9,11,2,0,B2
2019-09-12,4,16.28,16.71,16.87,17.1,17.87,17.82,18.31,20.12,21.93,23.45,22012.4,1195.2,0,0.0,False,1.0,9,12,3,0,B2
2019-09-13,5,17.0,17.43,17.36,16.94,16.48,16.76,18.09,20.63,22.88,24.32,23609.2,1268.8,0,0.0,False,0.6,9,13,4,0,B2
2019-09-14,6,17.59,17.42,16.95,16.77,16.82,17.02,18.56,21.09,23.55,25.42,20993.2,1062.4,0,0.0,False,0.1,9,14,5,1,B2
2019-09-15,7,19.31,19.09,18.86,18.43,18.05,16.98,17.66,20.35,22.91,25.81,20608.0,1012.8,0,0.0,False,0.1,9,15,6,1,B2
2019-09-16,1,14.11,13.71,13.41,13.32,12.89,12.46,13.51,18.24,23.65,25.53,24003.2,1300.8,0,0.0,False,1.0,9,16,0,0,B2
2019-09-17,2,13.94,13.82,13.63,13.76,14.56,15.23,16.22,17.83,19.06,21.9,22118.4,1145.6,0,0.0,False,1.0,9,17,1,0,B2
2019-09-18,3,17.29,16.51,16.6,17.06,17.48,17.78,18.73,20.46,20.18,19.35,20680.8,1112.0,0,0.0,False,1.0,9,18,2,0,B2
2019-09-19,4,13.85,14.08,14.51,14.16,14.24,13.88,13.96,14.23,15.31,16.72,20093.2,1041.6,0,0.0,False,1.0,9,19,3,0,B2
2019-09-20,5,11.58,11.47,11.3,10.93,10.49,9.96,10.22,12.04,13.74,14.97,19823.2,1030.4,0,0.0,False,0.6,9,20,4,0,B2
2019-09-21,6,11.38,11.2,11.11,10.89,10.03,10.11,10.99,13.25,15.54,17.73,17385.6,774.4,0,0.0,False,0.1,9,21,5,1,B2
2019-09-22,7,7.25,6.91,6.95,6.47,6.37,6.22,7.22,10.5,15.81,19.71,17415.2,772.8,0,0.0,False,0.1,9,22,6,1,B2
2019-09-23,1,16.02,16.02,15.87,15.85,15.91,16.06,15.92,16.02,16.33,16.58,20808.4,1145.6,0,0.0,False,1.0,9,23,0,0,B2
2019-09-24,2,15.05,14.93,14.87,14.82,14.43,14.42,14.47,15.92,19.24,21.18,20121.2,1067.2,0,0.0,False,1.0,9,24,1,0,B2
2019-09-25,3,10.4,10.03,9.74,9.56,9.39,9.45,10.1,13.44,16.72,19.7,20484.0,1104.0,0,0.0,False,1.0,9,25,2,0,B2
2019-09-26,4,13.6,14.09,14.37,14.6,13.77,12.91,12.83,15.3,17.88,20.66,20202.0,1059.2,0,0.0,False,1.0,9,26,3,0,B2
2019-09-27,5,9.67,9.4,9.0,8.95,8.71,8.43,8.82,13.18,19.37,21.99,19538.8,1044.8,0,0.0,False,0.6,9,27,4,0,B2
2019-09-28,6,15.06,14.95,14.65,14.68,15.2,15.9,17.06,17.13,18.73,20.13,16693.2,755.2,0,0.0,False,0.1,9,28,5,1,B2
2019-09-29,7,16.66,16.67,16.72,15.61,15.67,15.84,16.0,18.23,21.71,23.21,16478.4,787.2,0,0.0,False,0.1,9,29,6,1,B2
2019-09-30,1,17.9,18.0,17.53,17.14,17.1,17.14,17.29,18.37,19.58,20.5,18642.0,1054.4,0,0.0,False,1.0,9,30,0,0,B2
2020-06-01,1,13.21,12.58,12.17,12.82,13.3,13.68,16.32,18.63,20.79,23.16,15245.2,784.0,0,0.0,False,1.0,6,1,0,0,B2
2020-06-02,2,11.44,10.58,9.8,9.21,9.03,12.89,17.91,21.23,23.01,23.84,13865.2,624.0,0,0.0,False,0.1,6,2,1,0,B2
2020-06-03,3,13.08,12.01,11.7,11.7,11.07,15.46,17.31,19.85,21.79,23.55,18070.0,1014.4,0,0.0,False,1.0,6,3,2,0,B2
2020-06-04,4,14.93,14.84,14.87,15.28,15.73,16.91,17.92,18.84,20.07,20.28,19244.0,979.2,0,0.0,False,1.0,6,4,3,0,B2
2020-06-05,5,14.98,14.18,15.5,15.61,15.11,14.96,15.57,16.76,17.8,18.27,18872.8,974.4,0,0.0,False,0.6,6,5,4,0,B2
2020-06-06,6,14.67,15.2,13.82,12.11,12.03,16.93,18.66,20.33,21.34,22.26,16678.8,760.0,0,0.0,False,0.1,6,6,5,1,B2
2020-06-07,7,13.74,12.75,12.19,12.04,12.59,16.52,17.75,20.94,21.73,23.07,16488.0,737.6,0,0.0,False,0.1,6,7,6,1,B2
2020-06-08,1,14.98,15.16,15.12,14.86,14.86,14.99,15.72,15.82,16.38,16.89,19364.4,1027.2,0,0.0,False,1.0,6,8,0,0,B2
2020-06-09,2,14.14,14.66,14.88,14.98,14.73,14.04,14.22,15.39,15.84,16.4,19352.0,980.8,0,0.0,False,1.0,6,9,1,0,B2
2020-06-10,3,13.41,13.71,13.98,13.28,13.48,15.61,14.85,13.46,13.77,15.24,19290.4,992.0,0,0.0,False,1.0,6,10,2,0,B2
2020-06-11,4,11.44,11.69,13.17,12.77,12.56,13.08,15.5,17.68,17.78,18.94,19112.8,969.6,0,0.0,False,1.0,6,11,3,0,B2
2020-06-12,5,10.14,9.57,9.65,9.56,10.58,16.87,17.53,18.76,19.88,20.57,19439.6,1032.0,0,0.0,False,0.6,6,12,4,0,B2
2020-06-13,6,12.12,11.3,10.81,10.69,11.64,13.83,18.77,21.29,23.43,25.01,17683.6,804.8,0,0.0,False,0.1,6,13,5,1,B2
2020-06-14,7,14.38,14.48,14.62,14.71,16.29,16.22,16.84,16.68,18.67,21.07,17158.0,758.4,0,0.0,False,0.1,6,14,6,1,B2
2020-06-15,1,15.83,15.83,15.76,15.5,15.51,15.56,15.79,15.87,16.19,16.83,19920.0,1019.2,0,0.0,False,1.0,6,15,0,0,B2
2020-06-16,2,15.93,15.82,15.41,15.21,15.17,15.87,17.5,19.68,22.75,25.11,20536.8,1064.0,0,0.0,False,1.0,6,16,1,0,B2
2020-06-17,3,14.79,14.27,14.48,14.59,14.26,16.15,20.8,24.05,24.38,25.04,20874.8,1073.6,0,0.0,False,1.0,6,17,2,0,B2
